epoch;acc;loss
0;0.3994847269287607;1.8768714940131626
1;0.42459747152721156;1.821481369649413
2;0.4373808989205395;1.7891269246267387
3;0.4477922574611021;1.7641820573243034
4;0.4604036352170811;1.7347426056327306
5;0.4771375691118019;1.6957340986933749
6;0.5050890995507202;1.6283904474250388
7;0.544742062228224;1.5278988810705902
8;0.5649163253541581;1.4750456233795026
9;0.5675936114579087;1.4681505699053392
0;0.3990721528273203;1.8768551699864766
1;0.4246482304830819;1.8204095046438267
2;0.4373948327515627;1.7890391159128893
3;0.4476152314555306;1.764480685844323
4;0.4600061892750374;1.7356095313539905
5;0.4762213201946596;1.6974131080148207
6;0.5035125197462291;1.6318267212239341
7;0.5423942117008085;1.533802102855859
8;0.5621540428811659;1.4823473414368467
9;0.5647497828976423;1.4752975941303712
