epoch;1_acc;1_loss;2_acc;2_loss;3_acc;3_loss;loss
0;0.7313953745315723;1.8123001445488098;0.42645860349827436;1.8118107066884923;0.7313953745315723;0.012079750152052685;2.053879966300944
1;0.7416564105035024;1.7963574428503037;0.43307412788842486;1.7950142658949457;0.7416564105035024;0.010512986997741964;2.02842380457045
2;0.7440289725574111;1.792510084350038;0.4346737283687228;1.7908654903443844;0.7440289725574111;0.010135057308433296;2.0222719198036025
3;0.7452541778774481;1.790555680355866;0.435486456838917;1.7887358723626088;0.7452541778774481;0.009942526502703754;2.0191419003706885
4;0.7460333717254732;1.7893011175542002;0.43601747653394124;1.7873631296167185;0.7460333717254732;0.009818652804078905;2.0171306943149454
5;0.7466019844997651;1.7884022197103666;0.4363907448989881;1.7863740798127847;0.7466019844997651;0.009729824589296577;2.0156887500640126
6;0.7470204742479629;1.7877210271115773;0.43667365027084565;1.7856226097749404;0.7470204742479629;0.009662483953286652;2.0145957079400554
7;0.7473658319952723;1.7871819079332483;0.43689854064663447;1.7850271318177302;0.7473658319952723;0.009609154001695255;2.013730391511573
0;0.7134737465091286;1.840996360429217;0.4140253955310464;1.8420190787761852;0.7134737465091286;0.014916869593142841;2.0997826167356757
1;0.7206864524194866;1.8330391971359994;0.41765008633046236;1.8338632021033674;0.7206864524194866;0.01414155433578685;2.087133288814387
2;0.7219926374203546;1.8311739104956855;0.4184212330657637;1.831946562639306;0.7219926374203546;0.013956060363938918;2.0841488692808525
3;0.722579219088238;1.8302409076256363;0.4187788958156769;1.8309944853529565;0.722579219088238;0.01386444816391286;2.082662596848547
4;0.7229387864212122;1.8296546298322547;0.41901477493771316;1.83039709637348;0.7229387864212122;0.013807392866705098;2.081731304158418
5;0.7231808080729113;1.8292402455802204;0.4191775719170564;1.8299685604521123;0.7231808080729113;0.01376695325271938;2.08107186757754
6;0.7234095774162956;1.8289230367134206;0.4193364400706088;1.8296407955561025;0.7234095774162956;0.013735520403549873;2.0805647184332337
7;0.7235714171182889;1.8286708115577055;0.4194431665235005;1.8293847038876028;0.7235714171182889;0.01371049179998925;2.080161740592081
0;0.7159010827764106;1.8361160990864036;0.4157466001497182;1.8373305177295187;0.7159010827764106;0.0144253260873254;2.0919757812937116
1;0.7215709068894612;1.8287103093563652;0.41898768199437886;1.8297581192223396;0.7215709068894612;0.013696750194684243;2.0801698718064263
2;0.7226852774413125;1.8270636830011562;0.4196713774550973;1.8280734411460247;0.7226852774413125;0.01353546514715964;2.077548353288402
3;0.7232874547526906;1.8262046559989924;0.42004182384628935;1.8271898832349796;0.7232874547526906;0.013451250577324379;2.07617989735404
4;0.7237306043642913;1.8256333530537117;0.4202735747097535;1.8266038495081758;0.7237306043642913;0.013395205590454998;2.0752697658160986
